text,label
mau masukan token tidak bisa meteran mati di,-1
Ganti Meteran,-1
TERKAIT K K MOHON TINDAK LANJUT DAN PENYELESAIAN  NIK PELANGGAN  AN BUDI DARMAWAN TELAH TERDAFTAR DIGUNAKAN ORANG LAIN SEBAGAI PENERIMA SUBSIDI LISTRIK SESUAI INFO PELANGGAN YBS TIDAK PERNAH MENGGUNAKAN KTP TERSEBUT DAN PELANGGAN MENGINGINKAN UNTUK DICABUT PADA ID PELANGGAN SEBELUMNYA TERKAIT  INFO DARI PELANGGAN TIDAK MELAKUKAN PEMBATALAN,-1
MOHON TINDAK LANJUT DAN PENYELESAIAN  NIK PELANGGAN  AN BUDI DARMAWAN TELAH TERDAFTAR DIGUNAKAN ORANG LAIN SEBAGAI PENERIMA SUBSIDI LISTRIK SESUAI INFO PELANGGAN YBS TIDAK PERNAH MENGGUNAKAN KTP TERSEBUT DAN PELANGGAN MENGINGINKAN UNTUK DICABUT PADA ID PELANGGAN SEBELUMNYA TERKAIT K INFO DARI PELANGGAN TIDAK MELAKUKAN PEMBATALAN,-1
TERKAIT NO LAPOR K K K K  K K DAN K PELANGGAN BERMAKSUD MENGAJUKAN PASANG BARU TARIF SUBSIDI DENGAN NO KTP PEMILIK BANGUNAN   ATAS NAMA BUDI DARMAWAN PEMOHON MENGAKU SEBAGAI PEMILIK PERSIL NAMUN PADA DATA APT TERTERA NO KTP   SUDAH TERDAFTAR SUBSIDI LISTRIK DENGAN ID PEL MILIK ORANG LAIN SESUAI INFO PELANGGAN SUDAH DIKONFIRMASI PETUGAS DAN DIARAHKAN UNTUK DATANG KE KANTOR UNIT PELANGGAN TELAH DATANG KE UNIT TGL  PUKUL  NAMUN PELANGGAN MERASA DIBERATKAN HINGGA SAAT INI BELUM ADA TINDAKLANJUT,-1
MOHON TINDAK LANJUT DAN PENYELESAIAN  NIK PELANGGAN  AN BUDI DARMAWAN TELAH TERDAFTAR DIGUNAKAN ORANG LAIN SEBAGAI PENERIMA SUBSIDI LISTRIK SESUAI INFO PELANGGAN YBS TIDAK PERNAH MENGGUNAKAN KTP TERSEBUT DAN PELANGGAN MENGINGINKAN UNTUK DICABUT PADA ID PELANGGAN SEBELUMNYA,-1
PELANGGAN PENGAJUAN PB DAYA  VA  UNTUK PENGAIRAN SAWAH SEKITAR  MINGGU TGL   MELALUI KANTOR PLN  BELUM MENDAPAT  NO REGISTER  DOKUMEN PENDUKUNG SUDAH DISERAHKAN DAN AKAN DILAKUKAN  SURVEY NAMUN BELUM ADA TINDAK LANJUT,-1
PELANGGAN BERMAKSUD MENGAJUKAN PASANG BARU TARIF SUBSIDI DENGAN NO KTP PEMILIK BANGUNAN   ATAS NAMA BUDI DARMAWAN PEMOHON MENGAKU SEBAGAI PEMILIK PERSIL NAMUN PADA DATA APT TERTERA NO KTP   SUDAH TERDAFTAR SUBSIDI LISTRIK DENGAN ID PEL MILIK ORANG LAIN SESUAI INFO PELANGGAN SUDAH DIKONFIRMASI PETUGAS DAN DIARAHKAN UNTUK DATANG KE KANTOR UNIT PELANGGAN TELAH DATANG KE UNIT TGL  PUKUL  NAMUN PELANGGAN MERASA DIBERATKAN TERKAIT NO LAPOR K DAN K DAN K  K DAN K DAN K,-1
TERKAIT K PELANGGAN BERMAKSUD MENGAJUKAN PASANG BARU TARIF SUBSIDI DENGAN NO KTP PEMILIK BANGUNAN   ATAS NAMA BUDI DARMAWAN PEMOHON MENGAKU SEBAGAI PEMILIK PERSIL NAMUN PADA DATA APT TERTERA NO KTP   SUDAH TERDAFTAR SUBSIDI LISTRIK DENGAN ID PEL MILIK ORANG LAIN SESUAI INFO PELANGGAN SUDAH DIKONFIRMASI PETUGAS DAN DIARAHKAN UNTUK DATANG KE KANTOR UNIT PELANGGAN TELAH DATANG KE UNIT TGL  PUKUL  NAMUN PELANGGAN MERASA DIBERATKAN TERKAIT NO LAPOR K DAN K DAN K  K DAN K STS BATAL,-1
KLAPORAN BERULANG TERKAIT K K K DAN K PERMASALAHAN SEBELUMNYA PELANGGAN BERMAKSUD MENGAJUKAN PASANG BARU TARIF SUBSIDI DENGAN NO KTP PEMILIK BANGUNAN   ATAS NAMA BUDI DARMAWAN PEMOHON MENGAKU SEBAGAI PEMILIK PERSIL NAMUN PADA DATA APT TERTERA NO KTP   SUDAH TERDAFTAR SUBSIDI LISTRIK DENGAN ID PEL MILIK ORANG LAIN SESUAI INFO PELANGGAN SUDAH DIKONFIRMASI PETUGAS DAN DIARAHKAN UNTUK DATANG KE KANTOR UNIT PELANGGAN TELAH DATANG KE UNIT TGL  PUKUL  NAMUN PELANGGAN MERASA DIBERATKAN TERKAIT NO LAPOR K DAN K DAN K DAN K STS BATAL HINGGA SAAT INI BELUM ADA TINDAKLANJUT,-1
LAPORAN BERULANG TERKAIT K K K DAN K PERMASALAHAN SEBELUMNYA PELANGGAN BERMAKSUD MENGAJUKAN PASANG BARU TARIF SUBSIDI DENGAN NO KTP PEMILIK BANGUNAN   ATAS NAMA BUDI DARMAWAN PEMOHON MENGAKU SEBAGAI PEMILIK PERSIL NAMUN PADA DATA APT TERTERA NO KTP   SUDAH TERDAFTAR SUBSIDI LISTRIK DENGAN ID PEL MILIK ORANG LAIN SESUAI INFO PELANGGAN SUDAH DIKONFIRMASI PETUGAS DAN DIARAHKAN UNTUK DATANG KE KANTOR UNIT PELANGGAN TELAH DATANG KE UNIT TGL  PUKUL  NAMUN PELANGGAN MERASA DIBERATKAN TERKAIT NO LAPOR K DAN K DAN K DAN K STS BATAL HINGGA SAAT INI BELUM ADA TINDAKLANJUT,-1
daya tdk stabilkadang naik turun,-1
MCB sering njeglek,-1
Aktivasi meteran,-1
listrik mati dari tadi malam,-1
listrik mati,-1
mucul tulisan rusak pada kwh meter,-1
tolong dong listrik wilayah gondang ini dipindah jalur dari bojonegoro saja soalnya ikut carubanmadiun hampir tiap hari mati di musim penghujan seperti sekarang tentu itu merugikan kami sebagai pedagang kecil  ice cream meleleh contohnya  Penyebab kematiannyapun banyak seperti pohon tumbang konslet travo rusak yang paling bikin saya heran kadang tidak hujantidak ada anginpun juga mati terimakasih sebelumnya,1
selalu ada pemadaman setiap hari,-1
hampir setiap hari listrik padam kebutuhan listrik setiap hari kalau bisa listriknya ambil dari arah bojonegoro biar tidak terlalu sering pemadaman,1
PELANGGAN BERMAKSUD MENGAJUKAN PASANG BARU TARIF SUBSIDI DENGAN NO KTP PEMILIK BANGUNAN   ATAS NAMA BUDI DARMAWAN PEMOHON MENGAKU SEBAGAI PEMILIK PERSIL NAMUN PADA DATA APT TERTERA NO KTP   SUDAH TERDAFTAR SUBSIDI LISTRIK DENGAN ID PEL MILIK ORANG LAIN SESUAI INFO PELANGGAN SUDAH DIKONFIRMASI PETUGAS DAN DIARAHKAN UNTUK DATANG KE KANTOR UNIT PELANGGAN TELAH DATANG KE UNIT TGL  PUKUL  NAMUN PELANGGAN MERASA DIBERATKAN TERKAIT NO LAPOR K DAN K DAN K  K DAN K STS BATAL,-1
PELANGGAN NO METER  TIDAK BISA MEMASUKKAN STROOM LPB TERTERA KET GAGAL SISA  KWH  BANGUNAN MENYALA     ,-1
PELANGGAN BERMAKSUD MENGAJUKAN PASANG BARU TARIF SUBSIDI DENGAN NO KTP PEMILIK BANGUNAN   ATAS NAMA BUDI DARMAWAN PEMOHON MENGAKU SEBAGAI PEMILIK PERSIL NAMUN PADA DATA APT TERTERA NO KTP   SUDAH TERDAFTAR SUBSIDI LISTRIK DENGAN ID PEL MILIK ORANG LAIN SESUAI INFO PELANGGAN SUDAH DIKONFIRMASI PETUGAS DAN DIARAHKAN UNTUK DATANG KE KANTOR UNIT PELANGGAN TELAH DATANG KE UNIT TGL  PUKUL  NAMUN PELANGGAN MERASA DIBERATKAN TERKAIT NO LAPOR K DAN K DAN K DAN K STS BATAL,-1
PELANGGAN BERMAKSUD MENGAJUKAN PASANG BARU TARIF SUBSIDI DENGAN NO KTP PEMILIK BANGUNAN   ATAS NAMA BUDI DARMAWAN PEMOHON MENGAKU SEBAGAI PEMILIK PERSIL NAMUN PADA DATA APT TERTERA NO KTP   SUDAH TERDAFTAR SUBSIDI LISTRIK DENGAN ID PEL MILIK ORANG LAIN SESUAI INFO PELANGGAN SUDAH DIKONFIRMASI PETUGAS DAN DIARAHKAN UNTUK DATANG KE KANTOR UNIT PELANGGAN TELAH DATANG KE UNIT TGL  PUKUL  NAMUN PELANGGAN MERASA DIBERATKAN TERKAIT NO LAPOR K DAN K DAN K STS BATAL,-1
PELANGGAN BERMAKSUD MENGAJUKAN PASANG BARU TARIF SUBSIDI DENGAN NO KTP PEMILIK BANGUNAN   ATAS NAMA BUDI DARMAWAN PEMOHON MENGAKU SEBAGAI PEMILIK PERSIL NAMUN PADA DATA APT TERTERA NO KTP   SUDAH TERDAFTAR SUBSIDI LISTRIK DENGAN ID PEL MILIK ORANG LAIN SESUAI INFO PELANGGAN SUDAH DIKONFIRMASI PETUGAS DAN DIARAHKAN UNTUK DATANG KE KANTOR UNIT PELANGGAN TELAH DATANG KE UNIT TGL  PUKUL  NAMUN PELANGGAN MERASA DIBERATKAN TERKAIT NO LAPOR K DAN K STS BATAL,-1
MCB trip terus,-1
TERKAIT NO LAPOR K PELANGGAN BERMAKSUD MENGAJUKAN PASANG BARU TARIF SUBSIDI DENGAN NO KTP PEMILIK BANGUNAN   ATAS NAMA BUDI DARMAWAN PEMOHON MENGAKU SEBAGAI PEMILIK PERSIL NAMUN PADA DATA APT TERTERA NO KTP   SUDAH TERDAFTAR SUBSIDI LISTRIK DENGAN ID PEL MILIK ORANG LAIN SESUAI INFO PELANGGAN SUDAH DIKONFIRMASI PETUGAS DAN DIARAHKAN UNTUK DATANG KE KANTOR UNIT PELANGGAN TELAH DATANG KE UNIT TGL  PUKUL  NAMUN PELANGGAN MERASA DIBERATKAN,-1
tombol nomor  rusak,-1
MOHON TINDAK LANJUT DAN PENYELESAIANNYA BERDASARKAN INFO PELANGGAN TGL TERJADI GANGGUAN APP PRABAYAR RUSAK DIPERSI TSB G DAN TELAH DILAKUKAN PERBAIKAN OLEH PETUGAS BP HADI DENGAN CARA SAMBUNG LANGSUNG PASANG DUMMY DIBERIKAN BERITA ACARA NAMUN TIDAK TERDAPAT NOBA PELANGGAN MENGINGINKAN AGAR SEGERA DILAKUKAN PENANGANAN SESUAI KETENTUAN TERKAIT K BELUM ADA KONFIRMASI DAN TINDAK LANJUT STATUS DIBATALKAN,-1
kvhmeter tab terbakarleleh,-1
mab kwh meter rusak,-1
MOHON TINDAK LANJUT DAN PENYELESAIANNYA BERDASARKAN INFO PELANGGAN TGL TERJADI GANGGUAN APP PRABAYAR RUSAK DIPERSI TSB G DAN TELAH DILAKUKAN PERBAIKAN OLEH PETUGAS BP HADI DENGAN CARA SAMBUNG LANGSUNG PASANG DUMMY DIBERIKAN BERITA ACARA NAMUN TIDAK TERDAPAT NOBA PELANGGAN MENGINGINKAN AGAR SEGERA DILAKUKAN PENANGANAN SESUAI KETENTUAN,-1
mohon dibantu pemasangan segel dibox kwh meter,1
sdh beli token tp belom masuk sampai skrng,-1
MCB meteran sering jeglek,-1
listrik gak nyala mau d buat mroses  ngopen gabah,-1
listrik gak nyala mau d buat ngopen gabah  mroses beras  gak ngangkat dayane,-1
mcb gak bisa dan ada tulisan periksa,-1
listrik mati nyala,-1
listrik rumah padam,-1
Mcb sering anjlok,-1
MOHON PERIKSA APP DIKARENAKAN DIRAGUKAN BEROPERASINYA KWH DIRASAKAN TIDAK BERKURANG SEJAK TIDAK MENGETAHUI SISA KWH ,-1
MOHON BANTUAN PENGECEKAN JIKA TETANGGA PELANGGAN PADAM BANYAK RUMAH SUDAH NORMALNYALA NAMUN RUMAH PELANGGAN TIDAK OTOMATIS NYALAHARUS MENG ON KAN MCB PLN DAHULUBT   SISA PULSA  KWH  SAAT INI PTL NYALANORMAL,-1
meteran tidak nyala,-1
meteran tidak nyala,-1
tidak adanya arus listrik di kabel,-1
sudah x dari sore kemarin,-1
pasang baru no reg  status belum nyalapekerjaan selesai kapan nyatanya,-1
G ,1
kenapa saya tidak bisa mendapatkan subsidi listriksaya harus membayar tagihan mahal setiap bulannya,-1
kwh meter blank lcd dan lampu indikator tidak menyala tetapi listrik nya menyala,-1
keluar tulisan periksa,-1
sekring menyala,1
KWH Meter saya  KWH Tapi setting daya berlebih di meteran hanya  sehingga sering padam karena di meteran muncul tulisan BerlebihMohon untuk disetting ulang batas overload KWH Kami ke ,-1
MOHON BANTU PEMNGAMANAN JARINGAN UNTUK HARI INI WARGA SUDAH SIAP DENGAN KEGIATAN TERSEBUT TGL   MULAI PENGERJAAN PKL  MOHON BANTU KONFIRMASI PELANGGAN,1
lampu berkedip trus listrik matitombol meteran juga tidak berfungsi,-1
tombol gabisa dioencet,-1
MCB KWH Meter setiap  menit terputus WA yang jaga dilokasi  ,-1
jika di hidupkan keluar suara gemuruhkami tidak berani menghidupkan,-1
nct konslet rusak ndak bisa dinaikkan atau turunkan,-1
NCT nya rusak,-1
listrik mati pulsa habis tidak bisa di isi,-1
Sering tegangan listrik Tidak stabil dan sering pemadaman,-1
mau beli pulsa tidak bisa ada keterangan di blokir,-1
saat token di masukan muncul gagal terus padahal sudah benar,-1
No listrik ke blokir,-1
Tidak bisa isi token mengapa di blokir ,-1
Voltase tidak stabil,-1
kemarin saya beli token tidak bisa dimasukan karena kWh meter rusakakirnya diganti kWh meter baruapakah bisa saya tukarkan ke nomer Idpel yang baru,-1
nomor token tidak dapat masukgagal keterangan inchek,-1
sudah tambah daya dari  ke  kwh meter masih  dan sekarang nga bisa isi token,-1
Tegangan Listrik Sering Naik Turun Sudah  mingguan,-1
meter layar mati,-1
MOHON INFORMASI KE PELANGGAN TERKAIT BIAYA MENINGGIKAN KABEL JTR YG KENDUR KARENA RENOVASI MASJID DAPAT MENGHUBUNGI KE ,1
mau tambah daya tapi kok sudah ada permohonan padahal belum mengajukan minta bantuannya,-1
tidak bisa input token setelah tambah daya,-1
kwh meter terblokir tidak bisa di isi pulsa,-1
seringkali listrik padam dikit mati meskipun tidak hujan atau setelah gerimis sebentar dan durasinya lama,-1
mohon bantuannya utk pemindahan meteran listrik ke tembok samping ditempelkan,-1
pada saat mau masukkan token listrik tombol nomer ada beberapa yg tidak fungsi tidak bisa dipencet sehingga tidak bisa melakukan pengisian token,-1
nsb rusak,-1
tidak ada angin dan hujan deras tp listrik dipadamkan mohon segera di tangani,-1
kwh atau token listrik tidak berbunyi kalau mau habis tibatiba listrik pad,-1
ada kabe pln posisi turun,-1
MCB tdk bisa on atau of rusak,-1
Pemindahan dan Instalasi Tiang Kabel Listrik,-1
PELANGGAN INGIN DI BANTU UNTUK BUKA SEGEL APP KARENA KABEL TUFUR TERBAKAR DAN INGIN DILAKUKAN PERBAIKAN  PTL PADAM   HUB INI ,-1
mat pagi dulur ini kWh muncul priksa GK bisa isi pulsa minta bantuan ya ni pulsa tinggal  kWh temksh,-1
TANGGAL  PTL DIPUTUS SEMENTARA DAN TANGGAL   TAGIHAN BULAN FEB  BESERTA BK TELAH DILUNASI  PTL MINTA DISAMBUNG KEMBALI PELANGGAN ADA INFO DIMINTA DATANG KE RAYON PLN SETEMPAT NAMUN PELANGGAN INFOKAN ADA KENDALA KARENA SUDAH MALAM,-1
Meteran Menyala tapi lampu tidak menyala,-1
Sambungan listrik lampu depan konslet pak saklar lampunya kalo di nyalakan langsung padam satu rumah,-1
PELANGGAN PENDAFTARAN PB BT DAYA  VA NO AGENDA  REALISASI PENYAMBUNGAN TGL  NAMUN UKURAN DAYA TERPASANG MCB  A TIDAK SESUAI DENGAN DAYA KONTRAK,-1
mohon pengecekan meteran listrik karena  bulan ini hanya bayar  ribu biasanya diatas  ribu,-1
setelah migrasi ke token listrik sering padam sendiri posisi mcb msh on unt menyalakan lagi sekring hrs ditekan of dulu baru tekan lagi on listrik br nyala tks,-1
token di masukkan gagal,-1
Sudah selesai melakukan pengisian token listrik dan sudah ada keterangan pengisian berhasilTapi di meteran belum nambah sama dekali tokennya,-1
Mhon maaf sblmnya pas tgl pengecekan kWh pada tgl  februari  setelah petugas pergiselesai mengecek sya catat brp kWh saat itu dan yg tertera adalah tapi stlh sya membayar tagihan listrik sya knapa d tagihan muncul kWh  dan nominal rupiah nya pun jg otomatis bertambah pdhl pemakain bln  akhir hingga bln  itu jelas sya irit atu bnyk beberapa alat elektronik yg tidak sya fungsikan tapi mengapa tagihan listrik sya lebih mahal dari bulan Januari mhon penjelasannya pa ad kecurangan dipihak pengecekan atau bagaimana,-1
kode token tidak bisa di masukkan kwh meter,-1
meteran jeglekdan muncul suara percikan listrik,-1
KELUHAN BERULANG  K TGL   PTL DIPUTUS SEMENTARA DAN TANGGAL  TAGIHAN BULAN FEBRUARI  BESERTA BK STATUSNYA TELAH DILUNASI NAMUN PELANGGAN MERASA TIDAK MELAKUKAN PEMBAYARAN KARENA KETIKA PEMBAYARAN KETERANGAN TIDAK ADA TAGIHAN PTL MINTA DISAMBUNG KEMBALI,-1
TANGGAL   PTL DIPUTUS SEMENTARA DAN TANGGAL   TAGIHAN BULAN FEBRUARI   BESERTA BK STATUSNYA TELAH DILUNASI NAMUN PELANGGAN MERASA TIDAK MELAKUKAN PEMBAYARAN KARENA KETIKA PEMBAYARAN KETERANGAN TIDAK ADA TAGIHAN PTL MINTA DISAMBUNG KEMBALI,-1
meteran macet minta di ganti,-1
TANGGAL   TUNGGAKAN REKENING FEBRUARI   BERIKUT BK TELAH DILUNASI PTL MINTA SEGERA DISAMBUNG  ID PEL    S   ,-1
ubah daya,1
ada Pohon bamabu potensi untun konlestingpemadaman total desa Jelu ranting bambu nempel ke jaringan kabel ,1
Sudah memasukkan nomer token sesuai namun selalu gagal,-1
Sudah memasukkan nomer token sesuai namun selalu gagal,-1
MOHON TINDAK LANJUT DAN PENYELESAIANNYA BERDASARKAN INFO PELANGGAN TERJADI GANGGUAN APP RUSAK DIPERSIL TSB DAN TELAH DILAKUKAN PERBAIKAN OLEH PETUGAS BP BAGIO DENGAN CARA SAMBUNG LANGSUNG PELANGGAN MENGINGINKAN AGAR SEGERA DILAKUKAN PENANGANAN SESUAI KETENTUAN,-1
mcb kwh meter,-1
mcb kwh meter sering anjlok,-1
token diblokir,-1
MOHON BANTUAN PENGECEKAN PELANGGAN KONFIRMASI APP METER PELANGGAN SUDAH TUAUSANG BELUM ADA PERGANTIANPEREMAJAAN SEJAK APP METER TERPASANG SEHINGGA PELANGGAN MENGELUHKAN TAGIHAN BULANAN MENJADI MELONJAK JUGA,-1
MEMASUKAN TOKEN LISTRIK SELALU GAGAL,-1
MOHON BANTUAN PENGECEKKAN PELANGGAN MERAGUKAN BEROPERASINYA APP METER PRABAYAR KARENA BOROS DAN PELANGGAN INGIN APP METER DIGANTI KARENA SUDAH BERUMUR  TAHUN,-1
sudah laporan kemarin belum didatangi masukkan token listrik gagal,-1
mat pagi pak ni kWh padam rumah akibat ada getaran petir tadi malam minta bantuan,1
diisi token gagal terus,-1
tidak bisa memasukkan nomor token,-1
PELANGGAN PENGAJUAN PINDAH TIANGDIKARENAKAN DEPAN TOKONIK PELANGGAN  ,-1
Gagal Isi Token,-1
Listrik mati meteran sudah posisi on,-1
token tidak bisa masuk,-1
PELANGGAN PENDAFTARAN PB BVANO AGENDA  KODE PEMBAYARAN   BP LUNAS PADA TGL  PELANGGAN SUDAH MEMILIKI SLO NAMUN HINGGA SAAT INI BELUM REALISASI,-1
saya ingin membayar tagihan bulan februari kenapa yang muncul bulan maret ya kakmohon infonya,-1
Meteran listrik keliatannya tidak jalan,-1
meter listrik menunjukan tulisan periksa berulang ulang,-1
isi token selalu gagal jadi tidak bisa diisi tokennya padahal sudah dicek nomer token dan meteran sudah betul,-1
gagal isi token,-1
listrik nyala walau mcb of setelah tersambar petir,1
gak bisa beli token,-1
gak bisa beli token,-1
voltase sudah  tahun seginigini terus sudah lapor email surat ke ULP telpon  masih belum terselesaikan,-1
daya listrik menurun gak sampek ,-1
mat siang ini KWh ke blokir gagal beli token tolong kirimi nmr registrasinya ya kak ,-1
nomer    pada tombol token tidak bisa keluar angkanya,-1
minta kode temper kirim ke  saya bisa mengisi sendiri,1
apa ada masalah untuk pembelian tokenkenapa tidak bisa beli tokenapa ada masalah,-1
clear temper,-1
Saklar mcb dol,-1
Tagihan listrik naik,-1
Info dari PLN Sumberrjo verifikasi subsidi tidak dapat diproses karena data di PLN tidak sesuai dengan KTP dan KK harus mengurus Data Di Dinas Sosial Info dari Dinas Sosial terkait Data DTKS sesuai dengan KTP dan KK tidak dapat dirubah untuk itu apakah dapat merubah Data yang terdaftar di PLN agar sesuai KTP,-1
Pindah Ke TOKEN,1
Pindah Ke TOKEN,1
ID PEL  MOHON PERIKSA APP  BULAN LALU ANGKA REGISTER TDK BEROPERASI NAMUN TIDAK ADA PEMAKAIAN LISTRIK DIKARENAKAN TIDAK TAHU PENYEBABNYA STAND APP TGL    PELANGGAN PERNAH LAPOR DENGAN NO K STATUS SELESAI PELANGGAN SDH DIHUBUNGI OLEH PETUGAS DAN DIINFORMASIKAN AKAN DILAKUKAN PENORMALAN NAMUN BLM ADA TINDAK LANJUT,-1
MOHON PERIKSA APP APP RUSAK DAN ANGKA STAND APP TGL    SESUAI INFORMASI PELANGGAN TERJADI KERUSAKAN SEJAK BULAN JANUARI  MCB ON ATAU OFF INDIKATOR TETAP BERJALAN HINGGA SAAT INI BELUM ADA TINDAKLANJUT DARI PETUGAS PELANGGAN PERNAH LAPOR DENGAN NO K STATUS SELESAI PELANGGAN TIDAK KONFIRMASI sd X JAM,-1
info syarat baliknama,-1
CARA MENDAPATKAN SUBSIDI LISTRIK ITU GIMANA LANGKAHNYA,-1
KELUHAN BERULANG  K LAYAR APP METER PADAM PTL NYALA,-1
LAYAR APP METER PADAM PTL NYALA,-1
TANGGAL  FEB   PTL DIPUTUS SEMENTARA DAN TANGGAL  FEB   TAGIHAN BULAN FEB  BESERTA BK TELAH DILUNASI  PTL MINTA DISAMBUNG KEMBALI,-1
ingin ubah di subsidi,-1
mati lampu sebagian,-1
Pengajuan Subsidi,-1
MOHON BANTUAN KONFIRMASI TERKAIT SAAT PROSES PB TERDATA DENGAN TARIF SUBSIDI RT   SEJAK REALISASI PB BULAN NOVEMBER  NIK KTP  AN TIAH SAAT PELANGGAN MEMBELI TOKEN TARIF BERUBAH MENJADI RMT   PELANGGAN TDK PERNAH PENGAJUAN PERUBAHAN TARIF DAN PERNAH PENGAJUAN PERUBAHAN TARIF KE PETUGAS NAMUN BLM ADA TINDAKLANJUT,-1
MOHON BANTUAN PENGECEKAN DIRAGUKAN KONDISI BEROPERASINYA LPB    DISPLAY MUNCUL KET RUSAK   SEJAK   SETELAH ADA PEMADAMAN DILOKASI   SISA PULSA    KWH  PTL NYALA     TERIMAKASIH,-1
MOHON PERIKSA APP  BULAN LALU ANGKA REGISTER BEROPERASI   NAMUN TIDAK ADA PEMAKAIAN LISTRIK DIKARENAKAN TIDAK TAHU PENYEBABNYA STAND APP TGL   SESUAI INFORMASI PELANGGAN BELUM ADA TINDAKLANJUT DARI UNIT PLN SETEMPAT CCARIOSM TGL  JAM ,-1
pasang baru tapi tidak bisa melakukan pembayaran,-1
Setum tidak masuk ke rumah meteran listrik belum ada MCB,-1
MOHON UNTUK DITINDAKLANJUTI SEKITAR BULAN DES  PELANGGAN DATANG KE APL SETEMPAT PENGAJUAN PROSES PB  VA NAMUN SESUAI INFO PETUGAS WILAYAH SETEMPAT DISARANKAN MENGGUNAKAN DAYA  VA YBS MERASA TERLALU TINGGI UNTUK DAYA TSB DAN YBS SUDAH MENGAJUKAN SURAT KEBERATAN KE AREA NAMUN HINGGA SAAT INI BELUM ADA TINDAK LANJUT,-1
Alarm listrik tidak bunyi tiba sudah padam bagaimana caranya agar membunyikan alarm listrik lagi,-1
sering terjadinya mati lampu,-1
tidak bisa isi token pulsa,-1
mau isi token bisa masuk,-1
MOHON PERIKSA APP KACA APP BURAM BANYAK KOTORAN HEWAN SEHINGGA TIDAK DAPAT TERLIHAT,-1
izin lapor hari ini senin tanggal  pukul  saya sudah melakukan pembayaran listrik atas nama parti nomor rekening  dengan total bayar Rp   tapi ternyata siangnya siangnya masih ada petugas PLN yang memberikan struk pemutusan sementara akhirnya sama orangvtua saya dibayari lagi dengan jumlah uang Rp dikeranakan tidak tau kalau saya sudah membayar sedangkan saya pas posisi kerjapertanyaan saya apakah uang saya bisa dikembalikan,-1
voltase phase R sering drop tiap jam mohon segera di tindak lanjuti,-1
token sudah beli dari tokopedia tapi tidak bisa dimasukkan,-1
gagal masukan token,-1
mau isi toke gagal terus,-1
kabel listrik tertimpa pohon jati roboh,-1
perubahan daya sudah  hari belum pelaksanaan penyambungan,-1
tidak bisa isi token kiped rusak,-1
meteran mati,-1
kabel jtr jatuh didepan gerbang sekolahan,-1
MOHON TINDAK LANJUT DAN PENYELESAIANNYA BERDASARKAN INFO PELANGGAN TGL  TERJADI GANGGUAN KEYPAD RUSAK TERKAIT LAPORAN G DIPERSIL TSB DAN TELAH DILAKUKAN PERBAIKAN OLEH PETUGAS BP ANDRE DAN SUROSO DENGAN CARA SAMBUNG LANGSUNG DENGAN BERITA ACARA PELANGGAN MENGINGINKAN AGAR SEGERA DILAKUKAN PENANGANAN SESUAI KETENTUAN,-1
kwh meter terkadang menimbulkan suara bendengung setiap kali berdengung disertai lampu rumah dan peralatan  elektronik yg berkedip dan terkadang listrik mati padahal posisi saklar kwh meter dan sekreng ON,-1
Konsleting Listrik,-1
PELANGGAN TIDAK BISA INPUT TOKEN KET GAGAL SISA TOKEN   KWH PTL TIDAK PADAM,-1
voltase turun drastis tidak cuma rumah ini tapi beberapa rumah juga lampu dan elektronik tidak dapat nyala,-1
mohon dibantu penormalannya tegangan tidak normal di satu bangunan BTS tower,-1
token dimasukkan salah trs pdhal udh benar,-1
token gk bs msk salah trs,-1
DISPLAY APP PADAMBLANK SEJAK  PTL MENYALA INGIN SEGERA DITANGANI KARENA AKAN MENGISI PULSA,-1
untuk melengkapi seal tera karena aktual tidak lengkap,-1
perubahan daya,-1
TGL   REK FEBRUARI  BERIKUT BK  TELAH DILUNASI VIA BANK BCA PTL MINTA SEGERA DISAMBUNG KEMBALI,-1
token tidak bisa di masukkan,-1
mau di isi keburu mati,-1
tidak bisa input token,-1
PELANGGAN MELAPORKAN PERTANGGAL HARI INI  FEBRUARI  ADA PERGANTIAN KWH METER UNTUK PEREMAJAAN NAMUN SEBELUM DIGANTI MASIH ADA SISA STROOMNYA DAN DIKWH METER SEKARANG HANYA MUNCUL  KWH MOHON DIBANTU DAN KONFIRMASI PELANGGAN,-1
Lampu rumah mati,-1
pembelian token no idpel selalu salah,-1
Saklar meteran tibatiba sering mati sendiri sudah x sejak tadi pagi Mohon bantuannya untuk diperiksa,-1
KWH meter suka turunmati dimalam hari,-1
KWH meter Nga bisa ke On,-1
token dimasukkan gagal terus,-1
Pengisian Token Tidak Bisa,-1
mohon bantuannya untuk memindahkan meteran listrikalamat jl panglima polim sumbang gg relloco depan gladiator,-1
kode token tidak bisa di masukkan kwh meter,-1
sekitar   minggu voltase anjlok lagi,-1
telah mengalami pemadaman seagian,-1
PERMOHONAN PS NON PELANGGAN   DAYA   VA  TANGGAL PELAKSANAAN    PUKUL    WIB DENGAN NOMER AGENDA   NO REGISTER   SUDAH LUNAS TANGGAL   NAMUN HINGGA SAAT INI BELUM REALISASI,-1
